id,calories,proteins,fat,carbohydrate,name,image,food_cluster,food_category
742,356.0,9.7,1.1,76.9,Kerupuk kemplang panggang,https://cdns.klimg.com/merdeka.com/i/w/news/2020/11/20/1244821/content_images/670x335/20201120144433-1-ilustrasi-kemplang-001-tantri-setyorini.jpg,4,Snack
743,422.0,83.0,4.0,0.0,Kerupuk kulit,https://halalmui.org/wp-content/uploads/2022/09/2022-09-01-Kerupuk-Kulit-Kenali-Bahaya-dan-Potensi-Haramnya.jpg,2,High protein
745,431.0,11.1,16.2,63.0,Kerupuk melinjo,https://upload.wikimedia.org/wikipedia/commons/0/08/Emping_blinjo_Sidoarjo.jpg,4,Snack
748,476.0,0.1,21.1,71.3,Kerupuk mie kuning goreng,https://arengaindonesia.com/wp-content/uploads/2023/03/Kerupuk-mie-kuning.jpg,4,Snack
752,477.0,4.7,20.5,68.5,Kerupuk udang,https://images.alodokter.com/dk0z4ums3/image/upload/v1760598875/attached_image/kalori-kerupuk-udang-dan-cara-konsumsi-yang-sehat.jpg,4,Snack
753,588.0,53.7,40.9,1.2,Kerupuk urat,https://id-test-11.slatic.net/p/80a65d4913d0625156efeb4da87759be.jpg,2,High protein
754,78.0,0.8,0.4,20.0,Kesemek,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2023/02/08040440/catat-ini-manfaat-buah-kesemek-bagi-kesehatan-tubuh-halodoc.jpg,0,Healthy
755,181.0,4.0,1.2,37.3,Ketan hitam matang,https://asset.kompas.com/crops/agGJ3o2lK5eMmT-VkGdijGLjgpQ=/0x0:1000x667/750x500/data/photo/2020/10/26/5f965ccbd7c1a.jpg,0,Snack
756,163.0,3.0,0.4,35.7,Ketan putih matang,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2018/10/13/211488655.jpg,0,Snack
757,340.0,11.0,11.0,54.0,Ketapang,https://cdn0-production-images-kly.akamaized.net/bEFvWpDkZsFCndvlKQ2liamvXwM=/0x287:3046x2004/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3989958/original/069432700_1649474910-biji_ketapang.jpg,4,Snack
760,153.0,1.2,0.30000000000000004,36.4,Singkong kukus,https://assets.tmecosys.com/image/upload/t_web_rdp_recipe_584x480_1_5x/img/recipe/ras/Assets/4EE2DD84-CD15-42AA-A7E1-F2EF8BF51815/Derivates/50F61E79-E013-4C7C-BA80-A4EE3E744498.jpg,0,Snack
763,153.0,7.9,7.7,13.0,Ketoprak,https://asset.kompas.com/crops/BiN_oCxCDgkO09b1B_FPfZuvGBw=/0x0:739x493/750x500/data/photo/2020/01/29/5e318845429db.jpg,0,Snack
765,212.0,4.0,4.6,38.6,Ketupat ketan,https://awsimages.detik.net.id/community/media/visual/2022/05/01/ketupat-ketan-khas-sumatra-2.jpeg?w=1200,0,Snack
766,109.6,2.6,2.6,18.6,Ketupat tahu,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2021/06/09/resep-kupat-tahu-menu-sarapan-n-20210609032448.jpg,0,Healthy
793,440.0,3.8,18.5,64.5,Kue ali,https://awsimages.detik.net.id/community/media/visual/2022/06/21/resep-kue-cincin_43.jpeg?w=1200,4,Snack
794,186.7,1.6,1.6,39.6,Kue apem,https://cdn0-production-images-kly.akamaized.net/1vXhapwViv08dtFYbhhKKEfqiJ0=/0x542:4608x3139/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3479555/original/004272600_1623394884-shutterstock_1952418853.jpg,0,Snack
795,338.0,1.5,1.2,80.3,Kue bangket,https://asset.kompas.com/crops/1zdz3_jE_GfEVcRZKtgL2GokVrA=/0x0:1000x667/750x500/data/photo/2023/02/24/63f805fb8890f.jpeg,4,Snack
796,240.0,1.0,4.0,54.0,Kue bugis,https://asset.kompas.com/crops/hHVyMg5BiDHITqTbKdbpz1Un4_c=/0x0:1000x667/750x500/data/photo/2022/06/21/62b109f77f78c.jpeg,4,Snack
797,425.0,1.6,8.8,84.6,Kue jahe,https://asset.kompas.com/crops/0C8I0octNRLHlEXSnHOsW4_uxIg=/0x0:780x520/1200x800/data/photo/2023/11/21/655c846771b74.jpg,4,Snack
798,591.0,5.6,42.1,47.5,Kue kelapa,https://www.tasteofhome.com/wp-content/uploads/2024/11/EXPS_TOHD24_1303_EricKleinberg_7.jpg,1,Snack
799,366.0,4.2,4.3,7.9,Kue koya,https://halosemarang.id/wp-content/uploads/2023/05/c7a6cb88-4935-4f13-bab8-40de6bb865f5.jpg,0,Low Carb
800,291.0,3.6,11.1,44.1,Kue lumpur kentang,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,f_auto,q_auto:best,w_640/v1608350845/q62yj81cx72iq8trfb3l.jpg",4,Snack
801,182.0,1.0,1.0,40.4,Kue mangkok,https://asset.kompas.com/crops/k4CXyMRoXxEJrAZCNEQsebZ1y3U=/0x0:1000x667/1200x800/data/photo/2022/01/30/61f5f04de19c7.jpeg,0,Snack
802,126.7,0.7000000000000001,0.7000000000000001,57.3,Kue pacar cina,https://i.ytimg.com/vi/etib_rUorm4/maxresdefault.jpg,4,Healthy
804,304.0,5.3,7.0,54.9,Kue putu cangkir,https://i.ytimg.com/vi/GH8hVDZ3AZA/maxresdefault.jpg,4,Snack
805,217.0,1.2,0.5,53.2,Kue putu singkong,https://asset.kompas.com/crops/4HYsevQAK_PJOcsTRt4Tl0vo4YI=/0x0:1000x667/750x500/data/photo/2021/06/10/60c19ee3dbc24.jpg,4,Snack
806,393.3,2.7,2.7,79.3,Kue satu,https://blog.tokowahab.com/wp-content/uploads/2025/09/Cara-Membuat-Resep-Kue-Satu-Kacang-Hijau-Jadul-Renyah-dan-Meleleh-di-Mulut.jpg,4,Snack
807,380.0,1.0,1.0,92.0,Kue semprong,https://asset.kompas.com/crops/jT3TeOZw6jjDRXgh1-P9Yrz0enI=/0x0:1000x667/750x500/data/photo/2022/01/21/61ea314112848.jpg,4,Snack
808,221.0,7.5,10.2,24.8,Kue sus,https://www.trenmedia.co.id/wp-content/uploads/2025/11/img-20240208-174539-38c6ac8fa2a8321914ada562585019631.jpg,0,Snack
809,180.0,5.0,5.0,32.0,Kue talam ubi,https://storage.googleapis.com/bakingworld-web-production/uploads/media/content_banner/banner-talam-labu-1741061322413.jpg,0,Snack
810,512.0,26.0,26.0,60.4,Kue tambang,https://asset.kompas.com/crops/x2yGurVUxpP-COxvvOjVx2P7lL0=/100x67:900x600/750x500/data/photo/2022/04/14/62578f6fbc8b8.jpg,1,High protein
811,247.0,2.9,4.2,49.5,Kue thipan,https://asset.kompas.com/crops/fXb2bs6UVUJNODIGbh7aFfAzUE4=/41x33:950x639/750x500/data/photo/2021/03/05/6041b846aa175.jpg,4,Snack
816,515.0,30.6,42.1,13.8,Kuaci,https://lzd-img-global.slatic.net/g/p/38df63d32f7205e9f443bd8cac8ef122.jpg_720x720q80.jpg_.webp,1,High protein
822,166.3,2.7,3.9,29.5,Laksa,https://asset.kompas.com/crops/cmvexYXhxB1oyebUTtLncpQTxNE=/256x116:1280x798/750x500/data/photo/2022/10/11/63455e3290f0e.jpg,0,Snack
828,56.0,0.9,0.2,14.3,Langsat,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/12/07070452/cegah-penyakit-kronis-ini-manfaat-buah-langsat-bagi-kesehatan-halodoc.jpg.webp,0,Healthy
830,422.0,0.9,10.8,80.4,Kerupuk lanting,https://img.freepik.com/foto-premium/lanting-atau-klanting-adalah-sejenis-camilan-kerupuk-tradisional-yang-terbuat-dari-singkong_514255-2103.jpg,4,Snack
831,389.0,6.6,15.7,55.5,Lapis legit,https://i.ytimg.com/vi/XHMttzyuqHY/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLC5o9AR-V6P1SZjsFLu8F2ntm8pWQ,4,Snack
842,34.0,0.5,0.8,6.2,Lemon,https://asset.kompas.com/crops/rhXo_XxmQeotI8VocNxI-r4P_z4=/192x230:1728x1254/1200x800/data/photo/2021/02/03/601a928049052.jpg,0,Low Carb
843,36.0,0.0,0.0,10.0,Lemonade,https://i0.wp.com/blog.duniamasak.com/wp-content/uploads/Manfaat-dari-Citrus-Squash.jpg?fit=900%2C520&ssl=1,0,Low Carb
845,221.3,3.8,3.6,43.4,Lemper,https://awsimages.detik.net.id/community/media/visual/2022/03/30/resep-lemper-ayam_43.jpeg?w=1200,4,Snack
848,33.0,1.9,0.1,7.4,Leunca,https://asset.kompas.com/crops/VIU7rFIvSmmh1ZsQ2xoBcH70ljU=/0x0:996x664/750x500/data/photo/2020/09/28/5f70e1ea615e3.jpg,0,Low Carb
849,240.0,7.8,0.5,51.3,Lepet ketan,https://thumb.viva.id/vivabanyuwangi/1265x711/2025/07/18/687a60f29a41a-lepet-ketan-hitam-camilan-kukus-tradisional_banyuwangi.jpg,4,Snack
854,27.0,0.4,0.2,6.0,Lontar,https://images.alodokter.com/dk0z4ums3/image/upload/v1695607846/attached_image/7-manfaat-buah-lontar-untuk-kesehatan.jpg,0,Low Carb
857,164.0,1.8,2.1,34.5,Lupis ketan,https://asset.tribunnews.com/PM3S7GsJPddP86_JsQD5qduT8OQ=/1200x675/filters:upscale():quality(30):format(webp):focal(0.5x0.5:0.5x0.5)/style/foto/bank/originals/lupis_20180228_221804.jpg,0,Snack
858,294.0,0.30000000000000004,0.0,79.5,Madu,https://asset.kompas.com/crops/xLLMihh3EZy1CwtkPn_4DGDwe9A=/0x8:1000x675/750x500/data/photo/2020/11/12/5facc84db5083.jpg,4,Snack
870,52.0,0.7000000000000001,0.0,12.3,Mangga,https://cdn-jpr.jawapos.com/images/6/2025/11/03/Buah-Mangga-2260599603.jpg,0,Healthy
871,63.0,0.6000000000000001,0.6000000000000001,15.6,Manggis,https://upload.wikimedia.org/wikipedia/commons/b/bd/Mangosteen1.jpg,0,Healthy
873,144.0,3.5,1.2,29.8,Markisa,https://sc04.alicdn.com/kf/U9a58688525d24e25a10c656a5b19874cy.jpg,0,Healthy
874,217.0,2.5,1.0,49.6,Markisa squash,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2021/02/16/resep-squash-markisa-mint-minum-20210216051340.jpg,4,Snack
876,265.3,4.7,5.5,49.3,Martabak manis,https://d12man5gwydfvl.cloudfront.net/wp-content/uploads/2018/11/HappyFresh_resep_martabak-e1635393398140.jpg,4,Snack
879,200.0,8.9,5.1,29.5,Martabak telur,https://cdn-jpr.jawapos.com/images/9/2026/03/09/martabak-telur-2147769257.png,0,Snack
884,37.0,0.6000000000000001,0.4,7.8,Melon,https://asset.kompas.com/crops/6GJGDA9CwVlnWtfhcImRgwyoj3Y=/0x0:1811x1207/750x500/data/photo/2022/09/22/632c0d9940fcd.jpg,0,Low Carb
890,71.0,0.2,0.8,15.9,Mie gelosor,https://cdn.antaranews.com/cache/1200x800/2018/05/MieGlosor.jpg,0,Healthy
892,113.0,3.0,3.2,18.1,Mie rebus,https://imgx.sonora.id/crop/0x0:0x0/x/photo/2020/12/08/2585426274.jpg,0,Healthy
893,102.0,6.2,3.9,10.5,Mie ayam,https://i.ytimg.com/vi/QiZt1ALYVEQ/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLCvsiWPunf-Yh1MTqZcv8sGKooajw,0,Healthy
894,114.0,5.3,3.0,16.4,Mie bakso,https://upload.wikimedia.org/wikipedia/commons/a/a9/Indonesian_bakso%2C_with_noodle_and_bean_sprouts%2C_April_2018_%2803%29.jpg,0,Healthy
898,468.0,7.6,20.4,62.4,Mie goreng,https://cdn0-production-images-kly.akamaized.net/rF9J7T6wYPBakuzlp-ym1JveG6w=/0x342:5989x3718/1200x675/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/3930827/original/066100900_1644554867-shutterstock_1984582070.jpg,4,Snack
911,218.0,0.8,16.0,50.2,Misro,https://resepkoki.id/wp-content/uploads/2016/03/Resep-Misro.jpg,4,Snack
916,52.0,0.4,0.2,13.7,Nanas,https://awsimages.detik.net.id/community/media/visual/2025/05/03/ilustrasi-buah-nanas-1746274244503_43.jpeg?w=600&q=90,0,Healthy
921,180.0,3.0,0.30000000000000004,39.8,Nasi putih,https://asset.kompas.com/crops/V8z5REsWvqpu4CxKPWl_Ukg7CNI=/151x100:1349x898/780x390/data/photo/2022/01/08/61d9973b79cbd.jpg,0,Snack
922,149.0,2.8,0.4,32.5,Nasi beras merah,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/rUxw8XlHaX2c9-h5yc7HY/original/040875600_1597227596-Nasi-Merah-dan-Nasi-Shirataki_-Mana-yang-Lebih-Sehat-shutterstock_218578489.jpg,0,Healthy
924,276.0,3.2,3.2,30.2,Nasi goreng,https://asset.kompas.com/crops/2RnTJZK6E9ABjS_1qmItNjI1hls=/0x0:5760x3840/750x500/data/photo/2023/02/14/63eb12fb840da.jpg,0,Snack
926,357.0,8.8,0.5,79.5,Nasi jagung,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2025/07/04032928/nasi-jagung.jpg.webp,4,Snack
928,155.0,10.3,4.2,19.1,Nasi rames,https://cdn.grid.id/crop/0x0:0x0/filters:format(webp):quality(100)/photo/2023/05/16/resep-nasi-rames-udang-telur-puy-20230516023301.jpg,0,Snack
929,120.0,2.4,0.4,26.0,Nasi tim polos,https://www.ibudanbalita.com/uploads/posts/hUcCnnhME9.jpeg,0,Healthy
930,253.3,4.3,21.0,11.7,Nasi uduk,https://www.dapurkobe.co.id/wp-content/uploads/nasi-uduk-kobe.jpg,0,Snack
937,363.3,19.3,19.3,40.3,Oncom goreng,https://www.dapurkobe.co.id/wp-content/uploads/oncom-goreng.jpg,1,High protein
945,40.0,2.0,2.0,3.0,Tumis oncom,https://cdn.idntimes.com/content-images/community/2022/02/img-20220215-221041-46e2f5aecb68d33317c733fcbbadfb19-3b67f78530f06dc0bb76ba7e4c795a5a_600x400.jpg,0,Low Carb
946,76.0,5.2,1.8,10.6,Oncom pepes,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/sasefoto/original/33239_pepes-oncom-teri.jpg,0,Healthy
947,288.6,8.3,8.9,44.3,Onde-onde,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2023/12/15094206/Ini-Resep-Onde-Onde-isi-kacang-hijau-yang-empuk.jpg.webp,4,Snack
948,115.0,1.5,6.0,14.0,Ongol-ongol,https://blog.tokowahab.com/wp-content/uploads/2020/01/Resep-Ongol-Ongol.jpg,0,Healthy
950,940.0,36.0,42.0,104.0,Opak singkong,https://cf.shopee.co.id/file/f10cd2d5ad4812daf630547293706737,1,High protein
960,61.0,0.2,0.1,14.9,Papeda,https://assets.telkomsel.com/public/2024-12/Sejarah-Papeda-Sajian-Mirip-Lem-Khas-Timur-Indonesia.jpg,0,Healthy
965,307.0,4.5,13.3,42.4,Pastel,https://img-global.cpcdn.com/recipes/66d15fa15c092e35/1200x630cq70/photo.jpg,4,Snack
969,75.0,2.5,2.8,10.0,Pelecing kangkung,https://awsimages.detik.net.id/community/media/visual/2021/11/30/resep-plecing-kangkung-khas-lombok_43.jpeg?w=1200,0,Low Carb
971,162.0,4.9,3.0,27.8,Pempek adaan,https://asset.kompas.com/crops/ZCo2_DcJAXGslXbYIM3Zv4nCzsA=/0x41:1000x708/750x500/data/photo/2021/03/01/603c1e79dd9d3.jpg,0,Snack
973,152.0,4.5,2.3,28.2,Pempek kapal selam,https://blog.duniamasak.com/wp-content/uploads/image2-1024x1024.jpeg,0,Snack
976,173.0,7.2,1.2,33.4,Pempek lenjer,https://s0.bukalapak.com/uploads/content_attachment/fd3107d582c4f80e5448ada5/original/foto_utama_pempek_2.jpg,0,Snack
980,275.0,11.6,11.6,30.2,Pepaya lodeh,https://imgx.sonora.id/crop/0x0:0x0/x/photo/2023/01/31/60b81f9063ed1jpg-20230131021627.jpg,0,Snack
982,46.0,0.5,12.0,12.2,Pepaya,https://melayupedia.com/foto_berita/2021/10/2021-10-29-suka-buah-pepaya-yuk-olah-jadi-minuman-yang-segar.jpeg,0,Snack
991,514.0,1.0,27.8,647.0,Pilus,https://asset.kompas.com/crops/S7g9b7Wq4I4Ut3RoExzI7yd2mL4=/0x0:1000x667/750x500/data/photo/2021/12/10/61b2aa4cbd1f3.jpg,4,Snack
995,153.0,30.0,2.8,0.0,Ikan pindang,https://cdn-brilio-net.akamaized.net/news/2021/10/26/215843/1585222-resep-kreasi-ikan-pindang-tanpa-santan.jpg,2,High protein
1002,220.0,2.3,2.3,6.3,Pisang goreng,https://awsimages.detik.net.id/community/media/visual/2022/06/28/resep-pisang-goreng-keriting_43.jpeg?w=1200,0,Low Carb
1030,69.0,0.9,0.1,18.1,Rambutan,https://www.homegrown.in/upload/product/big1193470275.jpg,0,Healthy
1037,60.0,5.4,2.5,4.0,Rawon,https://cdn0-production-images-kly.akamaized.net/SMbbcc_yTZj6BHeSAljP-kql1t4=/1280x720/smart/filters:quality(75):strip_icc()/kly-media-production/medias/1281223/original/030607000_1467613172-rawon-setan.jpg,0,Low Carb
1045,193.0,22.6,7.9,7.8,Rendang sapi,https://www.dapurkobe.co.id/wp-content/uploads/rendang-daging.jpg,0,High protein
1046,471.0,4.7,21.8,64.1,Rengginang,https://cdn.idntimes.com/content-images/community/2019/05/rengginang-manis-768x509-a83023517a0077a930f4f7d1c113f41d.jpg,4,Snack
1048,335.0,5.3,3.5,70.5,Risoles,https://www.astronauts.id/blog/wp-content/uploads/2023/05/Membuat-Risoles-Sayur-dengan-Mudah-dan-Praktis-di-Rumah.jpg,4,Snack
1053,153.0,11.3,8.4,8.0,Rujak cingur,https://imgx.sonora.id/crop/0x0:0x0/x/photo/2024/10/11/rujak-cingurjpg-20241011043422.jpg,0,Low Carb
1054,41.0,1.4,0.30000000000000004,8.1,Rumput laut,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/10/05082243/Jarang-Disadari-Ini-X-Manfaat-Rumput-Laut-bagi-Kecantikan.jpg.webp,0,Low Carb
1064,452.0,2.8,14.8,76.8,Kue sagon,https://img-global.cpcdn.com/recipes/7ef0227dcd1a60ed/1200x630cq80/photo.jpg,4,Snack
1066,364.0,0.1,0.2,90.5,Sagu rendang,"https://cdn.yummy.co.id/content-images/images/20210617/uUeNDZ8qYDRvPIVcPSOakv9dpnYbnBpP-31363233393035303734d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/resize,w_388,h_388,m_fixed,x-oss-process=image/format,webp",4,Snack
1071,87.0,0.8,0.4,20.1,Salak,https://tribratanews.polri.go.id/web/image/blog.post/58213/image,0,Healthy
1072,281.0,2.4,0.7000000000000001,66.1,Sale pisang basah,https://filebroker-cdn.lazada.co.id/kf/Sabd993c7491d4b38a80cebeb50247adcq.jpg,4,Snack
1082,289.0,16.0,25.0,0.0,Sapi daging kornet,https://s4.bukalapak.com/attachment/418432/pengertian_kornet_main_image.jpg,1,High protein
1094,268.0,23.9,12.7,14.5,Sapi paru goreng,https://www.finnafood.com/blog/wp-content/uploads/2023/11/cara-masak-paru-sapi.jpg,2,High protein
1097,338.0,21.1,27.0,1.0,Sardine kaleng,https://image.idn.media/post/20240912/640-sardines-canned-fish-served-on-a-white-plate-5f33a6106b7b2abdfec00ff311918826-fa27db81c17862104d40d0ecebc7b158.jpg,1,High protein
1100,283.0,12.1,16.8,20.9,Sate bandeng,https://asset.kompas.com/crops/4UfXhXtR7hK2atnUpqKRHGbhFuk=/3x0:700x465/750x500/data/photo/2021/02/16/602b2a91ca7f1.jpg,1,Snack
1101,110.0,15.5,0.5,11.5,Sate kulit,https://portal.riau24.com/news/20210330/riau24_1617074021.jpeg,0,High protein
1104,126.7,14.0,7.3,1.3,Sate usus,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/03/17/92418359.jpeg,0,Low Carb
1109,92.0,0.5,1.1,22.4,Sawo,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2022/02/18/manfaat-makan-buah-sawojpg-20220218054230.jpg,0,Healthy
1113,29.0,0.7000000000000001,0.6000000000000001,5.0,Sayur asem,https://assets.unileversolutions.com/recipes-v2/254263.jpg,0,Low Carb
1120,27.0,1.3,2.0,1.0,Sayur sop,https://www.astronauts.id/blog/wp-content/uploads/2022/07/Resep-Sayur-Sop-Bening-Enak-dan-Gurih-Cocok-Saat-Tubuh-Kurang-Fit-1024x683.jpg,0,Low Carb
1125,19.0,2.7,0.2,2.9,Selada air rebus,"https://cdn.yummy.co.id/content-images/images/20210709/49DvTl27doQU4KTcGvMeptYfrUCVyrTW-31363235383338343334d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/format,webp",0,Low Carb
1127,28.0,0.5,0.2,6.9,Semangka,https://cdn.timesmedia.co.id/images/2018/10/03/Semangka-Merah.jpg,0,Low Carb
1128,192.5,4.5,6.0,30.3,Semur jengkol ,https://assets.unileversolutions.com/recipes-v2/242765.jpg,0,Snack
1138,285.0,1.0,18.0,28.0,Singkong goreng,https://kabarbaik.co/wp-content/uploads/2024/06/singkong-goreng.jpeg,0,Snack
1139,146.0,1.2,0.30000000000000004,34.7,Singkong kukus,https://asset.kompas.com/crops/5kSIoZRz5urTHMM1PdoIQ64E0zU=/0x0:996x664/750x500/data/photo/2021/08/21/61208628cd52c.jpg,0,Healthy
1140,173.0,0.5,0.1,42.5,Singkong tape,https://image-cdn.medkomtek.com/KWOw6uO2QBAVuCumxbrxIkbIIek=/1200x675/smart/klikdokter-media-buckets/medias/2321509/original/051458700_1606124573-Awas-Kebanyakan-Makan-Tape-Singkong-Bikin-Keputihan-shutterstock_1790685980.jpg,0,Snack
1141,95.3,4.4,2.2,14.4,Siomay,https://awsimages.detik.net.id/community/media/visual/2021/11/17/resep-siomay-ayan-jamur_43.jpeg?w=1200,0,Healthy
1142,65.0,1.0,0.30000000000000004,16.3,Sirsak,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2021/09/20/3327403627.jpeg,0,Healthy
1144,71.0,7.5,3.6,2.2,Sop buntut,https://www.unileverfoodsolutions.co.id/dam/global-ufs/mcos/SEA/calcmenu/recipes/ID-recipes/red-meats-&-red-meat-dishes/oxtail-soup/main-header.jpg,0,Low Carb
1145,49.0,5.8,0.5,5.3,Sop daging sapi,https://www.unileverfoodsolutions.co.id/dam/global-ufs/mcos/SEA/calcmenu/recipes/ID-recipes/sop-daging-sapi-empuk-untuk-menu-family-friendly/header_2.jpg,0,Low Carb
1146,68.0,9.0,1.9,3.7,Sop kaki sapi,https://cdn0-production-images-kly.akamaized.net/lZa6EGWvvD4JtdC45Rvnt5clnb8=/0x192:999x755/1200x675/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/4304744/original/029725800_1674798664-shutterstock_2090300140.jpg,0,Low Carb
1147,34.0,5.5,0.8,1.1,Sop kambing,https://images.tokopedia.net/img/KRMmCm/2023/6/15/90e4ad11-3aaf-4fd5-a705-2abd8fe7490e.jpg,0,Low Carb
1154,135.0,2.5,8.8,11.5,Soto daging,https://www.unileverfoodsolutions.co.id/dam/global-ufs/mcos/SEA/calcmenu/recipes/ID-recipes/soups/soto-betawi/main-header.jpg,0,Healthy
1156,92.0,11.8,4.3,1.4,Soto jeroan sapi,https://asset.kompas.com/crops/KH89MNpTeaw9Mv7y43sndZ6nyto=/0x448:667x892/1200x800/data/photo/2021/07/17/60f22e25d9c9e.jpeg,0,Low Carb
1164,117.1,0.4,8.6,9.6,Soto tanpa daging ,https://image.idn.media/post/20240606/close-shot-zeama-1268-18345-dc1224f31ff238dcdb099bf4e29c6b52-553a907af4e4c44976b19ab905fe8f4c.jpg,0,Low Carb
1165,139.0,7.4,2.1,22.6,Spaghetti,https://lilluna.com/wp-content/uploads/2014/07/spaghetti-recipe-resize-9.jpg,0,Healthy
1166,101.0,1.7000000000000002,0.6000000000000001,35.2,Srikaya,https://images.tokopedia.net/blog-tokopedia-com/uploads/2021/02/Manfaat-Buah-Srikaya-untuk-Kesehatan.jpg,0,Healthy
1173,41.0,3.5,2.5,5.0,Susu kedelai,https://www.astronauts.id/blog/wp-content/uploads/2022/11/Ini-Keunggulan-Susu-Kedelai-Dibanding-Susu-Sapi-yang-Tidak-Banyak-Orang-Tahu-1200x900.jpg,0,Low Carb
1177,61.0,3.2,3.5,4.3,Susu sapi,https://awsimages.detik.net.id/community/media/visual/2022/01/16/ciri-ciri-susu-sapi-segar-sudah-basi-1.jpeg?w=1200,0,Low Carb
1185,347.0,0.5,0.9,84.2,Ayam suwir,https://www.dapurkintamani.com/wp-content/uploads/2023/09/ayam-suwir-bumbu-bali.webp,4,Snack
1187,115.0,9.7,8.5,2.5,Tahu goreng,https://cdn1-production-images-kly.akamaized.net/lEfaxgTV-IC95tpWPKruxPCRJtM=/0x495:5209x3431/1200x675/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/2777513/original/099108000_1555127683-shutterstock_274992365.JPG,0,Low Carb
1188,328.0,12.6,19.9,24.6,Tahu telur,https://o-cdf.oramiland.com/unsafe/cnc-magazine.oramiland.com/parenting/original_images/Resep_Tahu_Telur_Khas_Jawa_Timur.jpg,1,Snack
1190,120.0,1.5,0.30000000000000004,28.2,Talas kukus,"https://ik.imagekit.io/tvlk/blog/2024/05/shutterstock_2331145033.jpg?tr=dpr-2,w-675",0,Healthy
1195,166.0,10.4,4.9,24.1,Taoco,https://cdn.grid.id/crop/0x0:0x0/700x465/photo/bobofoto/original/4090_bumbu-taoco-hasil-fermentasi-kedelai-foto-resepkokiid.jpg,0,Snack
1198,28.0,3.0,0.8,4.0,Tumis toge,https://www.dapurkobe.co.id/wp-content/uploads/tumis-toge-teri.jpg,0,Low Carb
1202,166.0,3.8,1.0,34.4,Tapai ketan hitam,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/14105431/Adakah-Manfaat-Tape-Ketan-Hitam-bagi-Kesehatan-Ini-Faktanya.jpg,0,Snack
1203,172.0,3.0,0.5,37.5,Tapai ketan putih,https://rajominang.id/blog/uploads/images/202504/image_750x_67f6996169d3d.jpg,0,Snack
1204,169.0,1.4,0.30000000000000004,40.2,Tapai singkong,https://res.cloudinary.com/dk0z4ums3/image/upload/v1674095060/attached_image/7-manfaat-tape-singkong-untuk-kesehatan-yang-perlu-diketahui.jpg,0,Snack
1209,132.0,19.5,0.7000000000000001,67.8,Teh,https://images.alodokter.com/dk0z4ums3/image/upload/v1763624419/attached_image/8-manfaat-minum-teh-tanpa-gula-untuk-kesehatan-tubuh.jpg,4,High protein
1214,53.0,1.9,0.9,9.4,Tekwan,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,f_auto,q_auto:best,w_640/v1602395829/f83ejycym4xfukzyw1kz.jpg",0,Low Carb
1218,383.0,15.1,32.9,8.3,Telur ayam ceplok,https://asset.kompas.com/crops/iCoT-Kr0xhu1V1MGOEhihIfgbYk=/0x0:498x332/750x500/data/photo/2020/02/07/5e3d3ae57251e.jpg,1,High protein
1219,251.0,16.3,19.4,1.4,Telur ayam dadar,https://awsimages.detik.net.id/community/media/visual/2022/05/07/resep-telur-dadar-ayam_43.jpeg?w=700&q=90,1,High protein
1224,320.0,15.1,30.5,0.9,Telur bebek ceplok,https://statik.tempo.co/data/2020/06/02/id_942491/942491_720.jpg,1,High protein
1225,301.0,20.0,23.7,0.0,Telur bebek dadar,https://cdn0-production-images-kly.akamaized.net/1WivGEoDIspEllYaxZHrpqkjEYQ=/1200x675/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2468104/original/014966900_1543254943-resep-dadar-telur-bebek-sayur-enak-dan-tidak-amis.jpg,1,High protein
